card_name,cards_unit,price,original_price,href_url,img_url
宝马5系 2018款 改款 530Li 领先型 M运动套装,7.5万公里／2018-05／泉州／5年黄金会员,21.98万,51.77万,/dealer/365059/49368405.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
欧拉好猫GT 2022款 木兰版 480km长续航,1万公里／2022-08／上海／1年会员,7.50万,18.34万,/dealer/561068/49735253.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪RS Q8 2021款 RS Q8 4.0T,1.2万公里／未上牌／北京／12年钻石会员,116.50万,159.43万,/dealer/99162/49655324.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马4系 2021款 425i M运动套装,1.6万公里／2021-03／成都／1年会员,27.35万,39.49万,/dealer/550450/49359808.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
标致508 2022款 508L 400THP PureTech 激情版,1.3万公里／2022-06／贵阳／1年会员,14.38万,24.39万,/dealer/556366/49620484.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪TT 2013款 TT Roadster 45 TFSI,6.1万公里／2013-10／合肥／6年会员,12.80万,61.33万,/dealer/352391/49171527.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
银河L7 2023款 1.5T 115km 星舰,2.2万公里／2023-06／成都／1年黄金会员,13.50万,18.85万,/dealer/546622/49730343.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//2sc2.autoimg.cn/escimg/g30/M0A/88/A4/440x330_q87_c42_autohomecar__ChxknGWDzNCADKLzAAcJnthods8578.jpg
宝马4系 2022款 425i Gran Coupe M运动曜夜套装,2万公里／2022-08／宁波／1年会员,25.98万,44.49万,/dealer/549316/49685644.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//2sc2.autoimg.cn/escimg/g30/M0A/7B/09/440x330_q87_c42_autohomecar__CjIFU2V73FaATkO_AALxMGnqgNQ174.jpg
宝马5系 2021款 530Li 尊享型 M运动套装,4.2万公里／2021-01／广州／1年会员,33.98万,55.02万,/dealer/559818/49629887.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//2sc2.autoimg.cn/escimg/g30/M04/B8/1B/440x330_q87_c42_autohomecar__ChxknGVwDO-AMOY1AAZ0zftBj_4466.jpg
奥迪Q7 2021款 55 TFSI quattro S line尊贵型,1.4万公里／2021-01／郑州／1年会员,47.30万,91.05万,/dealer/561575/49711332.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//2sc2.autoimg.cn/escimg/g30/M07/02/B2/440x330_q87_c42_autohomecar__CjIFU2WA95yAAMADAAvcnONO9qk512.jpg
奥迪A4L 2019款 45 TFSI quattro 个性运动版 国V,4万公里／2019-05／长沙／1年会员,15.58万,39.38万,/dealer/523009/49532034.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//2sc2.autoimg.cn/escimg/g30/M04/30/F7/440x330_q87_c42_autohomecar__CjIFU2Vi1xKAEiXvAArX_3SyNX0556.jpg
宝马2系 2021款 225i 四门轿跑车 M运动套装,0.6万公里／2021-10／衢州／4年会员,14.98万,29.29万,/dealer/437071/49642827.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//2sc2.autoimg.cn/escimg/g30/M09/31/75/440x330_q87_c42_autohomecar__CjIFU2V0XTqAaaGMAAll7u5RkqE252.jpg
奥迪Q5(进口) 2013款 45 TFSI quattro 运动型,12万公里／2014-02／佛山／3年会员,12.88万,63.83万,/dealer/478700/49542444.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//2sc2.autoimg.cn/escimg/g30/M07/63/83/440x330_q87_c42_autohomecar__ChxknGVkcYCAf916AAt6VlkRFMA003.jpg
杰德 2017款 210TURBO CVT风尚版 5座,5.9万公里／2017-09／济南／1年会员,8.50万,16.92万,/dealer/562597/49734309.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
皇冠 2010款 3.0L Royal Saloon,2.9万公里／2010-03／上海／9年黄金会员,23.50万,46.44万,/dealer/216531/48428440.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪A4L 2022款 40 TFSI quattro RS套件燃速型,0.7万公里／2022-02／深圳／1年会员,21.88万,39.82万,/dealer/542106/49628015.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
高尔夫 2021款 280TSI DSG R-Line,2.7万公里／2021-03／温州／4年黄金会员,12.58万,18.00万,/dealer/417853/49711687.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
杰德 2016款 1.8L 自动舒适精英版 5座,8万公里／2016-06／长沙／3年会员,6.88万,17.13万,/dealer/490829/49285034.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马X5(进口) 2017款 xDrive28i,7.9万公里／2017-12／合肥／2年黄金会员,23.80万,82.28万,/dealer/514928/49382966.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪A5 2016款 改款 Sportback 45 TFSI 舒适型,6.4万公里／2016-11／青岛／1年会员,12.58万,47.54万,/dealer/538743/49725693.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
赛那SIENNA 2021款 2.5L混动 舒适版,2.9万公里／2023-01／东莞／7年黄金会员,27.98万,33.63万,/dealer/294779/49698930.html?pvareaid=110520&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马3系 2013款 320Li 时尚型,10万公里／2013-08／南宁／1年黄金会员,6.88万,38.49万,/dealer/553467/49216624.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
皓影 2021款 锐・混动 2.0L 两驱锐・精英版,0.02万公里／2023-01／沈阳／1年会员,14.80万,22.77万,/dealer/540549/49705334.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪RS Q8 2021款 RS Q8 4.0T,0.86万公里／未上牌／北京／12年钻石会员,119.50万,159.43万,/dealer/99162/49501596.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
Fortuner 2016款 2.7L 中东版,6万公里／2018-02／深圳／6年会员,17.30万,36.91万,/dealer/342494/49652846.html?pvareaid=110520&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
汉 2022款 DM-i 121KM 尊享型,1.6万公里／2022-11／郑州／1年黄金会员,11.80万,25.81万,/dealer/528632/49713680.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
福特电马 2021款 跃世后驱版(标准续航),1.9万公里／2022-03／上海／10年黄金会员,15.78万,27.13万,/dealer/137209/49602690.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
普拉多 2016款 3.5L 自动TX-L,7万公里／2016-06／唐山／10年钻石会员,33.80万,56.42万,/dealer/176129/49746272.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
红旗E-HS9 2021款 510km 旗畅版 六座,1万公里／2021-10／北京／8年黄金会员,32.80万,69.45万,/dealer/260644/49700001.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马X5(进口) 2015款 xDrive28i,6.9万公里／2016-08／宁波／1年会员,17.06万,82.28万,/dealer/535084/49742980.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马2系 2023款 M240i,0.7万公里／2023-07／杭州／3年钻石会员,37.80万,45.57万,/dealer/451204/49050039.html?pvareaid=110520&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马M5 2021款 M5,2万公里／2021-04／宁波／3年会员,74.80万,157.82万,/dealer/459038/49596759.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马iX 2022款 xDrive40,3万公里／2022-01／遵义／8年黄金会员,36.98万,81.07万,/dealer/276837/49584243.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
星瑞 2021款 2.0TD 尊贵型,1.5万公里／2021-08／南宁／1年黄金会员,6.50万,15.16万,/dealer/536076/49714915.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪A6L 2016款 30 FSI 舒适型,10.6万公里／2016-07／郑州／2年黄金会员,14.98万,50.85万,/dealer/491701/49661597.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
福特电马 2021款 GT,1.9万公里／2022-11／西安／2年黄金会员,19.90万,40.15万,/dealer/512832/49250270.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪Q3 2020款 35 TFSI 进取致雅型,6万公里／2020-10／长春／4年会员,12.80万,29.50万,/dealer/414239/49265520.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马3系GT 2013款 320i 领先型,8万公里／2014-03／郑州／1年会员,10.80万,48.30万,/dealer/525621/49551920.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
坦途 2022款 3.5T 加规版,2.9万公里／2023-01／济南／13年黄金会员,45.80万,,/dealer/68821/49701474.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马5系GT 2017款 528i 领先型,9万公里／2018-02／温州／4年黄金会员,22.58万,76.09万,/dealer/412097/49069242.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
坦途 2022款 3.5L 自动,1万公里／2022-10／沈阳／4年黄金会员,40.98万,,/dealer/428210/48823585.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
一汽-大众CC 2023款 330TSI 炫目版,1.46万公里／2022-12／昆明／1年黄金会员,17.80万,27.13万,/dealer/538385/49745314.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
捷途大圣i-DM 2022款 1.5T DHT闪电02,1.3万公里／2022-12／芜湖／3年会员,10.98万,18.44万,/dealer/460570/49654370.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马5系GT 2015款 528i 领先型,4.22万公里／2017-01／厦门／3年黄金会员,22.19万,74.68万,/dealer/488667/49654882.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马X3 2018款 xDrive25i M运动套装 国VI,8万公里／2019-01／郑州／1年会员,17.88万,42.31万,/dealer/525621/49577415.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪A3 2020款 Limousine 35 TFSI 时尚型 国VI,3.2万公里／2020-10／宁波／2年会员,8.10万,23.85万,/dealer/492720/49718855.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
亚洲龙 2019款 2.5L Touring尊贵版 国V,6.9万公里／2019-09／南宁／4年会员,15.80万,26.57万,/dealer/409398/49741311.html?pvareaid=110520&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马5系 2018款 528Li 上市特别版,8万公里／2017-07／济南／3年黄金会员,21.80万,48.84万,/dealer/459880/49146111.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪Q5L 2022款 40T 时尚动感型,1.7万公里／2022-07／石家庄／3年黄金会员,23.80万,43.07万,/dealer/484147/49614859.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马i7 2023款 eDrive50L 领先M运动套装,0.01万公里／未上牌／上海／2年黄金会员,68.50万,103.01万,/dealer/513409/48984177.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
赛那SIENNA 2023款 2.5L混动 豪华版,2.4万公里／2023-05／石家庄／1年黄金会员,28.38万,36.23万,/dealer/545456/49734728.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
雷克萨斯CT 2020款 CT200h 舒适版 单色,6.6万公里／2021-01／苏州／6年黄金会员,14.58万,27.35万,/dealer/353121/49614145.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪A4L 2020款 40 TFSI 时尚动感型,5万公里／2020-09／南京／1年会员,12.80万,34.60万,/dealer/556185/49505293.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪A6L 2018款 30周年年型 35 TFSI 时尚型,3.9万公里／2018-01／上海／8年黄金会员,17.50万,45.35万,/dealer/254702/49612037.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
标致508L新能源 2021款 1.6T 插混科技版,5万公里／2021-06／武汉／1年会员,11.98万,24.72万,/dealer/561269/49719303.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马3系 2014款 320i 进取型,8.6万公里／2014-03／南宁／1年黄金会员,7.28万,34.74万,/dealer/543926/49446003.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪Q6 2023款 45 TFSI quattro 齐云型 羽林套装,1.7万公里／2023-05／上海／13年黑金会员,39.80万,55.10万,/dealer/74966/49638900.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪A4L 2017款 40 TFSI 时尚型,4.8万公里／2017-05／上海／6年会员,13.90万,36.88万,/dealer/337827/49551211.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪S6 2020款 S6 2.9T,2.3万公里／2022-03／长沙／2年会员,53.80万,100.93万,/dealer/502563/49740793.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪A4L 2019款 40 TFSI 时尚型 国V,6万公里／2019-07／温州／7年会员,13.80万,36.45万,/dealer/309287/49688550.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
极氪001 2021款 超长续航双电机 YOU版,1.8万公里／2021-12／郑州／1年黄金会员,19.98万,41.90万,/dealer/528632/49731768.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝骏云朵 2023款 460 Max,0.19万公里／2023-08／东莞／6年黑金会员,8.80万,13.44万,/dealer/351189/49609831.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//2sc2.autoimg.cn/escimg/g30/M04/A9/6C/440x330_q87_c42_autohomecar__ChxknGVv4k-AbJcIAAJ-Vg0YZR4554.jpg
宝马2系 2023款 M240i,0.01万公里／未上牌／上海／2年黄金会员,34.98万,45.57万,/dealer/513409/49712696.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//2sc2.autoimg.cn/escimg/g30/M0B/0B/82/440x330_q87_c42_autohomecar__CjIFU2WBELSAe8GHAAjxrX3Xkis363.jpg
歌诗图 2012款 2.4L 豪华版,9.5万公里／2013-05／郑州／3年黄金会员,5.80万,28.20万,/dealer/476411/49714595.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//2sc2.autoimg.cn/escimg/g30/M02/D8/0F/440x330_q87_c42_autohomecar__ChxknGWBOtqAUQuHAAkP2IoB6-U731.jpg
雅阁 2018款 260TURBO 精英版 国V,5.6万公里／2018-06／武汉／5年会员,7.80万,20.60万,/dealer/370679/49056025.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//2sc2.autoimg.cn/escimg/g28/M0A/5C/71/440x330_q87_c42_autohomecar__ChxkmmUSoKGALrpAAAMoPLDbCFU615.jpg
奥迪S3 2017款 改款 S3 2.0T Limousine,7万公里／2017-11／青岛／2年会员,17.98万,40.33万,/dealer/520842/49740827.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//2sc2.autoimg.cn/escimg/g25/M0B/4E/7C/440x330_q87_c42_autohomecar__CjIFV2WFR4CAXmTMABMOApXvbAY715.jpg
宝马X4 2014款 xDrive20i X设计套装,9.2万公里／2014-09／重庆／5年黄金会员,12.68万,53.17万,/dealer/382402/49691948.html?pvareaid=110520&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//2sc2.autoimg.cn/escimg/g30/M05/99/42/440x330_q87_c42_autohomecar__ChxknGV9ElOAaYu2AAkCbdhFKbc321.jpg
宝马5系 2017款 525Li 豪华设计套装,12.5万公里／2017-01／常州／7年会员,16.80万,54.23万,/dealer/327250/49680310.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//2sc2.autoimg.cn/escimg/g30/M09/E0/36/440x330_q87_c42_autohomecar__ChxknGV6vIiAIkwWAAqBpHxhNK0895.jpg
奥迪S3 2017款 改款 S3 2.0T Limousine,6.8万公里／2018-05／无锡／3年黄金会员,16.70万,40.33万,/dealer/476571/49372411.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马X7 2021款 xDrive M50i,2万公里／2021-07／深圳／10年会员,109.80万,178.89万,/dealer/145305/48896381.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
福田C型房车 2022款 2.0L 手动,1万公里／2022-09／温州／2年黄金会员,15.80万,,/dealer/496345/49576228.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
克慕勒M系列 2022款 M1,1.98万公里／2021-11／长沙／2年会员,33.88万,51.01万,/dealer/522575/49189074.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马X3 2022款 改款二 xDrive30i 领先型 M曜夜套装,1.2万公里／2022-10／合肥／2年会员,28.90万,48.18万,/dealer/498767/49100939.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
蒙迪欧 2022款 EcoBoost 245 豪华型,1.5万公里／2022-06／昆明／1年黄金会员,11.88万,19.52万,/dealer/534054/49699415.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马X4 M 2022款 X4 M雷霆版,1.5万公里／2023-01／温州／10年钻石会员,63.88万,102.02万,/dealer/132794/49744148.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪A4(进口) 2020款 Avant 先锋派 40 TFSI 豪华动感型,7万公里／2020-05／东莞／2年钻石会员,20.80万,40.03万,/dealer/496254/49545885.html?pvareaid=110520&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪Q8 2022款 55 TFSI 豪华动感型,3万公里／2021-11／东莞／7年黄金会员,53.88万,94.96万,/dealer/300661/49335532.html?pvareaid=110520&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
汉兰达 2022款 双擎 2.5L 四驱至尊版 7座,0.99万公里／2022-12／成都／2年会员,27.28万,37.86万,/dealer/520621/49609097.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
领克03 2023款 2.0TD DCT劲Pro,2万公里／2022-12／武汉／1年会员,10.50万,18.11万,/dealer/560231/49690825.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
问界M5 2022款 增程四驱性能版,2.3万公里／2022-05／泉州／1年黄金会员,16.93万,32.00万,/dealer/541630/49517171.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
长安UNI-V 2022款 1.5T 运动版,1.2万公里／2022-12／成都／1年会员,9.50万,13.45万,/dealer/559381/49616913.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
理想ONE 2021款 增程6座版,1.5万公里／2022-05／武汉／1年会员,18.00万,37.97万,/dealer/532260/49718894.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
飞凡ER6 2021款 新动版 620km 智行版,1.8万公里／2022-01／上海／1年黄金会员,9.38万,18.65万,/dealer/548024/49740362.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马1系(进口) 2013款 改款 M135i 5门版,11万公里／2014-08／温州／5年会员,16.50万,54.82万,/dealer/376266/48721208.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪RS Q8 2021款 RS Q8 4.0T,3.6万公里／2021-08／北京／2年钻石会员,99.80万,159.43万,/dealer/507024/49727366.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马XM 2023款 基本型,0.01万公里／未上牌／上海／2年黄金会员,208.00万,249.66万,/dealer/513409/48946489.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪A4L 2017款 40 TFSI 风尚型,6万公里／2017-01／郑州／1年会员,12.58万,40.03万,/dealer/547877/49647518.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马4系 2022款 425i Gran Coupe M运动套装,2.5万公里／2021-12／宁波／1年会员,27.92万,41.24万,/dealer/556803/49373402.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪A5 2016款 Sportback 45 TFSI,8万公里／2016-03／沈阳／1年会员,13.80万,49.80万,/dealer/532450/49344101.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
